;current_year_rank;previous_year_rank;Details;INT’L_revenue_21_Millions;TOTAL_revenue_millionsUSD;2021_NEWCONTRACTS_MIL;GEN_Building;Manufacturing;Power;Water_Supply;Sewer/Waste;Industrial/Petrolium;Transportation;Hazardous_Waste;Telecom;Tag;Firm;City;Country;Year
1858;124;143;B.L. HARBERT INTERNATIONAL LLC, Birmingham, Ala., U.S.A. ;555.6;813.5;717.0;100;0;0;0;0;0;0;0;0;N;B.L. HARBERT INTERNATIONAL LLC; Birmingham,Ala.;U.S.A.;2015
1859;125;153;ATLAS TEXAS CONSTRUCTION AND TRADING INC., Ankara, Turkey†;555.3;584.3;262.0;100;0;0;0;0;0;0;0;0;Y;ATLAS TEXAS CONSTRUCTION AND TRADING INC.;Ankara;Turkey;2015
1860;126;133;ANHUI CONSTRUCTION ENGINEERING GROUP CO. LTD., Hefei, Anhui, China†;550.4;7788.6;660.0;84;0;0;2;3;0;12;0;0;Y;ANHUI CONSTRUCTION ENGINEERING GROUP CO. LTD.; Hefei,Anhui;China;2015
1861;127;137;SINOPEC ZHONGYUAN PETROLEUM ENGINEERING LTD., Puyang City, China ;549.4;1725.3;425.0;0;0;0;0;0;100;0;0;0;N;SINOPEC ZHONGYUAN PETROLEUM ENGINEERING LTD.;Puyang City;China;2015
1862;128;136;CHINA PETROLEUM ENGINEERING CO. LTD., Beijing, China†;546.1;2134.8;676.6;0;0;3;0;0;90;6;0;0;Y;CHINA PETROLEUM ENGINEERING CO. LTD.;Beijing;China;2015
1863;129;154;ZHONGMEI ENGINEERING GROUP LTD., Nanchang, Jiangxi, China†;545.2;545.2;783.6;20;0;0;16;1;0;63;0;0;Y;ZHONGMEI ENGINEERING GROUP LTD.; Nanchang,Jiangxi;China;2015
1864;130;160;RIZZANI DE ECCHER SPA, Pozzuolo Del Friuli (UD), Italy†;544.9;770.6;1066.7;30;5;0;0;0;1;53;0;0;Y;RIZZANI DE ECCHER SPA;Pozzuolo Del Friuli (UD);Italy;2015
1865;131;147;SINOSTEEL  EQUIPMENT & ENGINEERING CO. LTD., Beijing, China ;542.4;1476.4;334.7;100;0;0;0;0;0;0;0;0;N;SINOSTEEL  EQUIPMENT & ENGINEERING CO. LTD.;Beijing;China;2015
1866;132;144;CONTRACTING & TRADING CO., Beirut, Lebanon†;529.0;529.6;529.0;2;0;0;0;0;45;53;0;0;Y;CONTRACTING & TRADING CO.;Beirut;Lebanon;2015
1867;133;206;GAMA, Ankara, Turkey†;517.9;714.0;364.0;0;0;91;9;0;1;0;0;0;Y;GAMA;Ankara;Turkey;2015
1868;134;119;ARABTEC CONSTRUCTION LLC, Abu Dhabi, U.A.E.†;500.3;2256.6;379.5;90;0;0;0;0;0;10;0;0;Y;ARABTEC CONSTRUCTION LLC;Abu Dhabi;U.A.E.;2015
1869;135;120;BLACK & VEATCH, Overland Park, Kan., U.S.A.†;491.5;1513.4;19.9;0;0;40;20;24;16;0;0;0;Y;BLACK & VEATCH; Overland Park,Kan.;U.S.A.;2015
1870;136;151;PER AARSLEFF A/S, Aabyhoej, Denmark†;481.5;1439.6;469.7;0;43;12;8;17;1;20;0;0;Y;PER AARSLEFF A/S;Aabyhoej;Denmark;2015
1871;137;126;CHINA JIANGSU INT’L ECON-TECH. COOP . CORP ., Nanjing, China†;480.6;1739.1;666.5;82;0;0;7;1;0;9;0;0;Y;CHINA JIANGSU INT’L ECON-TECH. COOP . CORP .;Nanjing;China;2015
1872;138;229;CHINA ENERGY ENG’G GRP . TIANJIN ELEC. POWER, Tianjin, China ;467.6;1040.0;404.9;0;0;100;0;0;0;0;0;0;N;CHINA ENERGY ENG’G GRP . TIANJIN ELEC. POWER;Tianjin;China;2015
1873;139;179;NUROL CONSTRUCTION AND TRADING CO. INC., Istanbul, Turkey†;450.4;1151.8;947.0;40;0;7;4;3;18;28;0;0;Y;NUROL CONSTRUCTION AND TRADING CO. INC.;Istanbul;Turkey;2015
1874;140;156;ELLAKTOR SA, Athens, Greece†;447.2;1875.2;575.5;45;0;17;0;15;0;23;0;0;Y;ELLAKTOR SA;Athens;Greece;2015
1875;141;121;SICIM SPA, Busseto (PR), Italy†;444.8;448.9;1200.0;0;0;0;0;0;100;0;0;0;Y;SICIM SPA;Busseto (PR);Italy;2015
1876;142;167;ZHONGDING INTERNATIONAL ENGINEERING CO. LTD., Nanchang City, China†;441.4;441.4;405.6;62;0;27;2;2;0;2;0;0;Y;ZHONGDING INTERNATIONAL ENGINEERING CO. LTD.;Nanchang City;China;2015
1877;143;104;CHINA WANBAO ENGINEERING CORP ., Beijing, China ;437.7;437.7;437.7;0;0;21;0;0;0;61;0;0;N;CHINA WANBAO ENGINEERING CORP .;Beijing;China;2015
1878;144;145;THE BABCOCK & WILCOX CO., Charlotte, N.C., U.S.A.†;436.1;1012.4;719.0;0;0;92;0;0;8;0;0;0;Y;THE BABCOCK & WILCOX CO.; Charlotte,N.C.;U.S.A.;2015
1879;145;163;LIMAK INSAAT SANAYI VE TICARET AS, Ankara, Turkey ;435.0;796.0;200.0;13;0;9;3;0;0;75;0;0;N;LIMAK INSAAT SANAYI VE TICARET AS;Ankara;Turkey;2015
1880;146;180;ZHEJIANG CONSTRUCTION INVESTMENT GRP . CO. LTD., Hangzhou, China†;422.3;9417.0;1464.7;98;2;0;0;0;0;0;0;0;Y;ZHEJIANG CONSTRUCTION INVESTMENT GRP . CO. LTD.;Hangzhou;China;2015
1881;147;175;JIANGSU ZHONGXIN CONST. GROUP CO. LTD., Qidong, Jiangsu, China ;410.5;2900.5;410.5;35;51;0;0;0;0;14;0;0;N;JIANGSU ZHONGXIN CONST. GROUP CO. LTD.; Qidong,Jiangsu;China;2015
1882;148;115;SHENYANG YUANDA ALUMINUM INDUS. ENG’G CO. LTD., Shenyang, China ;409.8;1058.6;1551.7;97;0;0;0;0;0;3;0;0;N;SHENYANG YUANDA ALUMINUM INDUS. ENG’G CO. LTD.;Shenyang;China;2015
1883;149;199;IMPRESA COSTRUZIONI GIUSEPPE MALTAURO SPA, Vicenza, Italy†;406.0;641.0;78.0;35;0;0;1;0;0;0;64;0;Y;IMPRESA COSTRUZIONI GIUSEPPE MALTAURO SPA;Vicenza;Italy;2015
1884;150;189;POSCO ENGINEERING CO., Incheon City, S. Korea†;403.8;929.1;536.9;1;0;8;0;3;80;7;0;0;Y;POSCO ENGINEERING CO.;Incheon City;S. Korea;2015
1885;151;**;KUZU GROUP , Istanbul, Turkey ;403.0;503.0;500.0;100;0;0;0;0;0;0;0;0;N;KUZU GROUP;Istanbul;Turkey;2015
1886;152;148;CHINA DALIAN INT’L ECO. & TECH.COOP GRP . LTD., Dalian, Liaoning, China†;400.0;461.7;143.5;99;0;0;0;0;1;0;0;0;Y;CHINA DALIAN INT’L ECO. & TECH.COOP GRP . LTD.; Dalian,Liaoning;China;2015
1887;153;158;ANHUI FOREIGN ECONOMIC CONSTRUCTION (GROUP) CO. LTD., Hefei, China ;379.8;541.8;222.3;67;8;12;0;0;0;13;0;0;N;ANHUI FOREIGN ECONOMIC CONSTRUCTION (GROUP) CO. LTD.;Hefei;China;2015
1888;154;170;CHINA WU YI CO. LTD., Fuzhou, Fujian Prov., China†;376.2;1881.1;375.2;36;0;0;1;4;11;48;0;0;Y;CHINA WU YI CO. LTD.; Fuzhou,Fujian Prov.;China;2015
1889;155;171;JIANGSU NANTONG NO.3 CONSTRUCTION GROUP CO. LTD., Haimen, China†;374.9;7165.2;74.9;100;0;0;0;0;0;0;0;0;Y;JIANGSU NANTONG NO.3 CONSTRUCTION GROUP CO. LTD.;Haimen;China;2015
1890;156;142;ALBERICI CORP ., St. Louis, Mo., U.S.A.†;363.7;1105.8;477.2;0;1;13;1;3;82;0;0;0;Y;ALBERICI CORP .; St. Louis,Mo.;U.S.A.;2015
1891;157;161;DIA HOLDING FZCO, Istanbul, Turkey ;363.6;363.6;319.0;100;0;0;0;0;0;0;0;0;N;DIA HOLDING FZCO;Istanbul;Turkey;2015
1892;158;138;ONUR TAAHHUT TASIMCILIK INSAAT TICARE VE SANAYI AS, Ankara, Turkey†;352.6;414.9;783.5;0;0;0;0;63;0;37;0;0;Y;ONUR TAAHHUT TASIMCILIK INSAAT TICARE VE SANAYI AS;Ankara;Turkey;2015
1893;159;169;KAYI INSAAT SAN VE TIC AS, Istanbul, Turkey†;351.1;435.3;140.3;91;0;0;0;0;9;0;0;0;Y;KAYI INSAAT SAN VE TIC AS;Istanbul;Turkey;2015
1894;160;165;PREZIOSO LINJEBYGG, Vienne, France†;350.0;545.0;170.0;0;0;0;0;0;100;0;0;0;Y;PREZIOSO LINJEBYGG;Vienne;France;2015
1895;161;178;IMPRESA PIZZAROTTI & C. SPA, Parma, Italy†;349.9;1515.4;576.6;42;0;0;2;0;0;56;0;0;Y;IMPRESA PIZZAROTTI & C. SPA;Parma;Italy;2015
1896;162;159;SENER INGENIERIA Y SISTEMAS SA, Las Arenas (Getxo), Vizcaya, Spain†;346.1;395.6;647.4;0;11;34;0;0;55;0;0;0;Y;SENER INGENIERIA Y SISTEMAS SA; Las Arenas (Getxo),Vizcaya;Spain;2015
1897;163;168;LOTTE ENGINEERING & CONSTRUCTION CO. LTD., Seoul, S. Korea ;341.5;4233.0;296.8;44;18;14;0;0;19;5;0;0;N;LOTTE ENGINEERING & CONSTRUCTION CO. LTD.;Seoul;S. Korea;2015
1898;164;176;ESER CONTRACTING AND INDUSTRY CO. INC., Ankara, Turkey†;336.0;353.2;118.0;0;0;0;17;27;0;57;0;0;Y;ESER CONTRACTING AND INDUSTRY CO. INC.;Ankara;Turkey;2015
1899;165;238;CHINA HUANQIU CONTRACTING & ENGINEERING CORP ., Beijing, China†;334.9;2418.4;1592.3;0;0;0;0;0;100;0;0;0;Y;CHINA HUANQIU CONTRACTING & ENGINEERING CORP .;Beijing;China;2015
1900;166;205;WALBRIDGE, Detroit, Mich., U.S.A.†;330.0;1520.0;350.0;7;93;0;0;0;0;0;0;0;Y;WALBRIDGE; Detroit,Mich.;U.S.A.;2015
1901;167;202;GILBANE BUILDING CO., Providence, R.I., U.S.A.†;329.2;3804.9;820.8;52;0;0;0;0;48;0;0;0;Y;GILBANE BUILDING CO.; Providence,R.I.;U.S.A.;2015
1902;168;194;ASLAN YAPI VE TICARET AS, Ankara, Turkey†;325.1;325.2;NA;100;0;0;0;0;0;0;0;0;Y;ASLAN YAPI VE TICARET AS;Ankara;Turkey;2015
1903;169;146;CENGIZ CONSTRUCTION INDUSTRY & TRADE CO. INC., Istanbul, Turkey†;321.3;786.2;212.0;0;0;0;34;0;0;66;0;0;Y;CENGIZ CONSTRUCTION INDUSTRY & TRADE CO. INC.;Istanbul;Turkey;2015
1904;170;**;HAZAMA CORP ., Tokyo, Japan ;320.0;2890.0;320.0;0;71;0;8;0;9;12;0;0;N;HAZAMA CORP .;Tokyo;Japan;2015
1905;171;244;CHINA NONFERROUS METAL INDUS. FOREIGN E & C, Beijing, China ;313.3;515.6;2097.9;0;0;0;0;0;62;0;0;0;N;CHINA NONFERROUS METAL INDUS. FOREIGN E & C;Beijing;China;2015
1906;172;221;YANTAI INT'L ECON. & TECH. COOP . GROUP CO. LTD., Yantai, China ;311.3;401.3;110.0;100;0;0;0;0;0;0;0;0;N;YANTAI INT'L ECON. & TECH. COOP . GROUP CO. LTD.;Yantai;China;2015
1907;173;193;AMEC PLC, Knutsford, Cheshire, U.K.†;301.8;1242.2;NA;31;1;35;0;0;27;0;0;0;Y;AMEC PLC; Knutsford,Cheshire;U.K.;2015
1908;174;111;GRUPO EMPRESARIAL SAN JOSE SA, Madrid, Spain†;300.8;507.6;156.1;96;0;0;0;0;0;4;0;0;Y;GRUPO EMPRESARIAL SAN JOSE SA;Madrid;Spain;2015
1909;175;166;CHINA YUNNAN CONSTRUCTION ENG'G GROUP CO. LTD., Kunming, China†;300.1;7486.0;62.1;94;0;0;4;0;1;1;0;0;Y;CHINA YUNNAN CONSTRUCTION ENG'G GROUP CO. LTD.;Kunming;China;2015
1910;176;197;SUNIR CO., Tehran, Iran ;294.2;294.2;NA;0;0;0;0;0;100;0;0;0;N;SUNIR CO.;Tehran;Iran;2015
1911;177;172;MAPA INSAAT VE TICARET AS, Ankara, Turkey ;291.8;520.2;2143.9;29;0;0;38;0;0;33;0;0;N;MAPA INSAAT VE TICARET AS;Ankara;Turkey;2015
1912;178;201;DAQING OILFIELD CONSTRUCTION CO. LTD., Daqing City, Heilongjiang, China†;282.6;2337.4;249.0;0;0;0;0;0;89;11;0;0;Y;DAQING OILFIELD CONSTRUCTION CO. LTD.; Daqing City,Heilongjiang;China;2015
1913;179;224;DOGUS INSAAT VE TICARET AS, Kavacik-Beykoz-Istanbul, Turkey†;279.0;547.1;1213.5;0;0;0;0;0;0;100;0;0;Y;DOGUS INSAAT VE TICARET AS;Kavacik-Beykoz-Istanbul;Turkey;2015
1914;180;248;GRUPO GRANA Y MONTERO (GYM), Lima, Peru ;276.3;1646.1;386.4;0;0;0;0;0;0;0;0;0;N;GRUPO GRANA Y MONTERO (GYM);Lima;Peru;2015
1915;181;**;CHINA SHANDONG FOREIGN ECO. & TECH. COOP . GRP ., Jinan, China ;275.6;275.6;178.7;36;0;0;0;0;51;5;0;0;N;CHINA SHANDONG FOREIGN ECO. & TECH. COOP . GRP .;Jinan;China;2015
1916;182;196;NANTONG CONSTRUCTION GROUP CO. LTD., Nantong, Jiangsu, China†;271.1;2325.0;377.9;77;0;0;0;0;22;1;0;0;Y;NANTONG CONSTRUCTION GROUP CO. LTD.; Nantong,Jiangsu;China;2015
1917;183;191;BAYBURT GRUP AS, Ankara, Turkey†;267.4;514.3;NA;0;0;0;0;0;0;100;0;0;Y;BAYBURT GRUP AS;Ankara;Turkey;2015
1918;184;162;ALARKO CONTRACTING GROUP , Kocaeli, Turkey ;266.7;1318.4;NA;0;0;0;0;20;58;22;0;0;N;ALARKO CONTRACTING GROUP;Kocaeli;Turkey;2015
1919;185;186;TTCL PUBLIC CO. LTD., Bangkok, Thailand†;266.3;478.7;460.0;0;0;16;35;0;48;0;0;0;Y;TTCL PUBLIC CO. LTD.;Bangkok;Thailand;2015
1920;186;181;DCK WORLDWIDE LLC, Pittsburgh, Pa., U.S.A.†;263.3;788.7;41.8;95;0;2;1;2;1;0;0;0;Y;DCK WORLDWIDE LLC; Pittsburgh,Pa.;U.S.A.;2015
1921;187;183;ECC, Burlingame, Calif., U.S.A.†;261.9;407.8;86.9;79;0;5;1;0;0;9;6;0;Y;ECC; Burlingame,Calif.;U.S.A.;2015
1922;188;188;AEGION CORP ., Chesterfield, Mo., U.S.A.†;257.7;967.6;NA;3;0;0;0;50;44;2;0;0;Y;AEGION CORP .; Chesterfield,Mo.;U.S.A.;2015
1923;189;**;ESTA CONSTRUCTION, Moscow, Russia ;255.2;255.2;333.7;98;1;0;0;0;0;1;0;0;N;ESTA CONSTRUCTION;Moscow;Russia;2015
1924;190;141;CAMARGO CORREA, Sao Paulo, SP , Brazil†;254.2;2438.7;249.9;0;0;70;0;2;0;28;0;0;Y;CAMARGO CORREA; Sao Paulo,SP;Brazil;2015
1925;191;**;CHINA ALUMINUM INTERNATIONAL ENGINEERING CO. LTD., Beijing, China†;253.2;1994.1;562.8;0;0;0;0;0;100;0;0;0;Y;CHINA ALUMINUM INTERNATIONAL ENGINEERING CO. LTD.;Beijing;China;2015
1926;192;230;STFA CONSTRUCTION GROUP , Istanbul, Turkey ;251.3;542.7;955.4;0;0;0;0;10;0;76;0;0;N;STFA CONSTRUCTION GROUP;Istanbul;Turkey;2015
1927;193;232;ENERGOPROJEKT HOLDING PLC, Belgrade, Serbia†;250.6;361.9;112.0;46;0;10;0;0;0;44;0;0;Y;ENERGOPROJEKT HOLDING PLC;Belgrade;Serbia;2015
1928;194;204;CHINA GANSU INT’L CORP . FOR ECO. & TECH. COOP ., Lanzhou, China ;250.6;384.5;221.0;63;0;0;1;0;26;10;0;0;N;CHINA GANSU INT’L CORP . FOR ECO. & TECH. COOP .;Lanzhou;China;2015
1929;195;210;YANJIAN GROUP CO. LTD., Yantai City, Shandong, China ;250.5;1668.8;185.7;86;0;0;0;0;0;5;0;1;N;YANJIAN GROUP CO. LTD.; Yantai City,Shandong;China;2015
1930;196;**;SHANDONG KERUI PETROLEUM EQUIPMENT CO. LTD., Dongying, China ;250.2;280.3;125.6;0;0;0;0;0;100;0;0;0;N;SHANDONG KERUI PETROLEUM EQUIPMENT CO. LTD.;Dongying;China;2015
1931;197;209;MWH GLOBAL, Broomfield, Colo., U.S.A.†;241.6;423.8;577.8;0;0;18;27;55;0;0;0;0;Y;MWH GLOBAL; Broomfield,Colo.;U.S.A.;2015
1932;198;**;PETROJET, Cairo, Egypt ;240.5;747.4;240.5;26;1;0;0;0;73;0;0;0;N;PETROJET;Cairo;Egypt;2015
1933;199;**;COMBINED GROUP CONTRACTING CO., Farwaniya City, Kuwait ;239.7;560.2;441.7;48;0;0;0;49;0;3;0;0;N;COMBINED GROUP CONTRACTING CO.;Farwaniya City;Kuwait;2015
1934;200;187;SUMMA TURIZM YATIRMCILIGI AS, Ankara, Turkey†;239.3;239.3;800.0;93;0;0;0;0;0;7;0;0;Y;SUMMA TURIZM YATIRMCILIGI AS;Ankara;Turkey;2015
1935;201;250;NATIONAL PETROLEUM CONSTRUCTION CO. (NPCC), Abu Dhabi, U.A.E. ;236.9;1151.0;NA;0;0;0;0;0;100;0;0;0;N;NATIONAL PETROLEUM CONSTRUCTION CO. (NPCC);Abu Dhabi;U.A.E.;2015
1936;202;177;KINDEN CORP ., Tokyo, Japan†;234.0;4134.0;209.7;23;32;1;3;4;16;3;0;17;Y;KINDEN CORP .;Tokyo;Japan;2015
1937;203;182;SUMITOMO MITSUI CONSTRUCTION CO. LTD., Tokyo, Japan†;233.9;2364.1;162.1;15;20;4;2;0;11;48;0;0;Y;SUMITOMO MITSUI CONSTRUCTION CO. LTD.;Tokyo;Japan;2015
1938;204;185;STRUCTURE TONE, New York, N.Y ., U.S.A.†;222.4;3666.0;230.0;95;0;0;0;0;0;0;0;5;Y;STRUCTURE TONE; New York,N.Y .;U.S.A.;2015
1939;205;212;YENIGUN CONSTRUCTION INDUSTRY AND COMMERCE INC., Ankara, Turkey†;221.8;385.7;250.3;75;0;0;0;0;0;25;0;0;Y;YENIGUN CONSTRUCTION INDUSTRY AND COMMERCE INC.;Ankara;Turkey;2015
1940;206;214;BEIJING URBAN CONSTRUCTION GROUP CO. LTD., Beijing, China†;221.6;7885.5;359.8;79;1;0;3;0;9;7;0;0;Y;BEIJING URBAN CONSTRUCTION GROUP CO. LTD.;Beijing;China;2015
1941;207;211;CADDELL CONSTRUCTION CO. (DE) LLC, Montgomery, Ala., U.S.A. ;212.0;377.0;278.0;100;0;0;0;0;0;0;0;0;N;CADDELL CONSTRUCTION CO. (DE) LLC; Montgomery,Ala.;U.S.A.;2015
1942;208;247;GULERMAK, Ankara, Golbasi, Turkey ;208.4;394.5;NA;0;17;0;0;0;0;83;0;0;N;GULERMAK; Ankara,Golbasi;Turkey;2015
1943;209;195;KONTEK CONSTRUCTION INC., Istanbul, Turkey ;204.8;204.8;NA;100;0;0;0;0;0;0;0;0;N;KONTEK CONSTRUCTION INC.;Istanbul;Turkey;2015
1944;210;222;CHONGQING INT’L CONSTRUCTION CORP ., Chongqing, China†;203.0;704.7;150.4;14;0;0;0;0;0;86;0;0;Y;CHONGQING INT’L CONSTRUCTION CORP .;Chongqing;China;2015
1945;211;237;THE WALSH GROUP LTD., Chicago, Ill., U.S.A.†;199.1;4608.1;84.9;51;0;0;0;15;0;33;0;0;Y;THE WALSH GROUP LTD.; Chicago,Ill.;U.S.A.;2015
1946;212;207;SINOPEC OILFIELD SERVICE SHENGLI CORP ., Dongying, Shandong, China ;183.2;2855.4;255.9;0;0;0;0;0;100;0;0;0;N;SINOPEC OILFIELD SERVICE SHENGLI CORP .; Dongying,Shandong;China;2015
1947;213;**;PT REKAYASA INDUSTRI, INDONESIA, Jakarta, Indonesia ;181.8;948.7;223.1;0;0;0;0;0;100;0;0;0;N;PT REKAYASA INDUSTRI; INDONESIA,Jakarta;Indonesia;2015
1948;214;203;RASEN CONSTRUCTION & INVESTMENT, Istanbul, Marmara, Turkey†;179.0;179.0;220.0;100;0;0;0;0;0;0;0;0;Y;RASEN CONSTRUCTION & INVESTMENT; Istanbul,Marmara;Turkey;2015
1949;215;225;RAILWORKS CORP ., New York, N.Y ., U.S.A.†;177.0;703.0;270.0;0;0;0;0;0;0;100;0;0;Y;RAILWORKS CORP .; New York,N.Y .;U.S.A.;2015
1950;216;174;CEIEC, Beijing, China ;173.7;173.7;NA;21;0;0;1;0;5;0;0;54;N;CEIEC;Beijing;China;2015
1951;217;223;KEPCO ENGINEERING & CONSTRUCTION CO. LTD., Yongin-si, S. Korea ;173.2;317.1;240.3;0;0;100;0;0;0;0;0;0;N;KEPCO ENGINEERING & CONSTRUCTION CO. LTD.;Yongin-si;S. Korea;2015
1952;218;**;TUTOR PERINI CORP ., Sylmar, Calif., U.S.A.†;171.8;4492.3;154.0;100;0;0;0;0;0;0;0;0;Y;TUTOR PERINI CORP .; Sylmar,Calif.;U.S.A.;2015
1953;219;**;MICHELS CORP ., Brownsville, Wis., U.S.A.†;170.5;1917.4;170.5;0;0;0;0;9;91;0;0;0;Y;MICHELS CORP .; Brownsville,Wis.;U.S.A.;2015
1954;220;208;TODA CORP ., Tokyo, Japan†;169.0;3393.0;175.0;5;69;0;0;0;25;0;0;0;Y;TODA CORP .;Tokyo;Japan;2015
1955;221;240;CHINA SHENYANG INT'L. ECO. & TECH COOP . CORP ., Shenyang, Liaoning, China†;168.0;275.4;164.6;82;0;4;9;0;0;5;0;0;Y;CHINA SHENYANG INT'L. ECO. & TECH COOP . CORP .; Shenyang,Liaoning;China;2015
1956;222;243;NANTONG LIUJIAN CONSTRUCTION GROUP CO. LTD., Rugao, China†;163.6;4520.5;NA;100;0;0;0;0;0;0;0;0;Y;NANTONG LIUJIAN CONSTRUCTION GROUP CO. LTD.;Rugao;China;2015
1957;223;228;GURBAG GROUP , Ankara, Turkey†;162.5;179.2;139.0;69;0;0;11;0;0;21;0;0;Y;GURBAG GROUP;Ankara;Turkey;2015
1958;224;**;SHANDONG TIANTAI CONSTRUCTION CO. LTD., Zibo, Huntai, China ;160.0;665.0;320.0;100;0;0;0;0;0;0;0;0;N;SHANDONG TIANTAI CONSTRUCTION CO. LTD.; Zibo,Huntai;China;2015
1959;225;241;GREAT LAKES DREDGE & DOCK CORP . , Oak Brook, Ill., U.S.A. ;155.0;912.6;203.1;0;0;0;0;0;0;100;0;0;N;GREAT LAKES DREDGE & DOCK CORP .; Oak Brook,Ill.;U.S.A.;2015
1960;226;239;ENGINEERING FOR THE PETROLEUM & PROCESS INDUSTRIES, Cairo, Egypt†;154.7;581.4;130.0;0;0;0;0;0;100;0;0;0;Y;ENGINEERING FOR THE PETROLEUM & PROCESS INDUSTRIES;Cairo;Egypt;2015
1961;227;173;IRCON INTERNATIONAL LTD., New Delhi, India ;153.0;501.3;NA;0;0;0;0;0;0;78;0;22;N;IRCON INTERNATIONAL LTD.;New Delhi;India;2015
1962;228;233;BEIJING UNI-CONSTRUCTION GROUP CO. LTD., Beijing, China†;152.4;1591.1;102.4;100;0;0;0;0;0;0;0;0;Y;BEIJING UNI-CONSTRUCTION GROUP CO. LTD.;Beijing;China;2015
1963;229;245;AE ARMA-ELEKTROPANC, Istanbul, Turkey†;151.6;176.6;329.8;94;0;0;0;6;0;0;0;0;Y;AE ARMA-ELEKTROPANC;Istanbul;Turkey;2015
1964;230;215;LOTUS MUTEAHHITLIK AS, Cankaya/Ankara, Turkey†;147.2;191.6;NA;0;0;0;53;45;0;0;0;0;Y;LOTUS MUTEAHHITLIK AS;Cankaya/Ankara;Turkey;2015
1965;231;**;AMERICAN BRIDGE CO., Coraopolis, Pa., U.S.A.†;144.2;542.9;193.3;0;0;0;0;0;0;100;0;0;Y;AMERICAN BRIDGE CO.; Coraopolis,Pa.;U.S.A.;2015
1966;232;**;DORCE PREFAB. BUILDING & CONSTR. INDUS. TRADE, Ankara, Turkey ;143.8;184.3;96.4;100;0;0;0;0;0;0;0;0;N;DORCE PREFAB. BUILDING & CONSTR. INDUS. TRADE;Ankara;Turkey;2015
1967;233;242;ZAFER TAAHHUT INSAAT VE TICARET AS, Ankara, Turkey ;134.9;267.6;189.1;94;6;0;0;0;0;0;0;0;N;ZAFER TAAHHUT INSAAT VE TICARET AS;Ankara;Turkey;2015
1968;234;**;CHINA POWER ENGINEERING CONSLTG. GROUP CO. LTD., Beijing, China†;132.2;2284.9;1632.8;0;0;100;0;0;0;0;0;0;Y;CHINA POWER ENGINEERING CONSLTG. GROUP CO. LTD.;Beijing;China;2015
1969;235;**;GRANDI LAVORI FINCOSIT SPA, Rome, Italy†;129.0;753.0;174.0;0;0;0;0;0;0;100;0;0;Y;GRANDI LAVORI FINCOSIT SPA;Rome;Italy;2015
1970;236;200;METAG INSAAT TICARET AS, Ankara, Turkey ;117.0;130.0;10.0;56;0;0;3;0;0;40;0;0;N;METAG INSAAT TICARET AS;Ankara;Turkey;2015
1971;237;220;MORTENSON CONSTRUCTION, Minneapolis, Minn., U.S.A. ;113.9;3024.9;382.7;0;0;100;0;0;0;0;0;0;N;MORTENSON CONSTRUCTION; Minneapolis,Minn.;U.S.A.;2015
1972;238;**;STELLAR, Jacksonville, Fla., U.S.A. ;107.6;541.2;107.6;2;0;8;0;0;90;0;0;0;N;STELLAR; Jacksonville,Fla.;U.S.A.;2015
1973;239;**;MAEDA CORP ., Tokyo, Japan†;105.0;2744.0;180.0;0;36;0;0;0;0;64;0;0;Y;MAEDA CORP .;Tokyo;Japan;2015
1974;240;219;KOLIN INSAAT TURIZM SAN TIC. AS, Ankara, Turkey ;103.5;706.6;NA;0;0;0;50;0;0;50;0;0;N;KOLIN INSAAT TURIZM SAN TIC. AS;Ankara;Turkey;2015
1975;241;234;SALFACORP , Santiago, Región Metropolitana, Chile†;102.3;1422.6;78.7;71;0;0;0;0;0;1;0;0;Y;SALFACORP; Santiago,Región Metropolitana;Chile;2015
1976;242;**;PREKONS CONSTRUCTION IND. CO. INC., Ankara, Turkey ;101.9;101.9;30.0;8;0;0;0;0;92;0;0;0;N;PREKONS CONSTRUCTION IND. CO. INC.;Ankara;Turkey;2015
1977;243;**;ELECTRA, Ramat Gan, Israel†;99.7;1222.5;59.5;100;0;0;0;0;0;0;0;0;Y;ELECTRA;Ramat Gan;Israel;2015
1978;244;213;KHARAFI NATIONAL KSCC, Safat, Kuwait†;97.3;1123.7;68.2;5;12;0;0;14;5;0;0;6;Y;KHARAFI NATIONAL KSCC;Safat;Kuwait;2015
1979;245;**;GOLDER ASSOCIATES, Mississauga, Ontario, Canada†;92.7;127.8;92.7;3;0;0;0;6;71;0;16;3;Y;GOLDER ASSOCIATES; Mississauga,Ontario;Canada;2015
1980;246;**;LANE INDUSTRIES INC., Cheshire, Conn., U.S.A.†;82.6;1436.3;67.3;0;0;0;0;0;0;100;0;0;Y;LANE INDUSTRIES INC.; Cheshire,Conn.;U.S.A.;2015
1981;247;231;LAYNE CHRISTENSEN CO., The Woodlands, Texas, U.S.A.†;80.3;797.6;80.3;0;0;0;3;0;0;0;0;0;Y;LAYNE CHRISTENSEN CO.; The Woodlands,Texas;U.S.A.;2015
1982;248;217;TEPE INSAAT SANAYI AS, Ankara, Turkey†;75.7;137.3;375.4;10;0;0;0;0;90;0;0;0;Y;TEPE INSAAT SANAYI AS;Ankara;Turkey;2015
1983;249;**;WEEKS MARINE INC., Cranford, N.J., U.S.A.†;72.9;614.8;17.5;0;0;0;48;35;0;11;0;0;Y;WEEKS MARINE INC.; Cranford,N.J.;U.S.A.;2015
